,example_id,predicted_label,real_label,correct
96,dev-data/mutual/dev/dev_186.txt,D,C,False
97,dev-data/mutual/dev/dev_187.txt,A,A,True
98,dev-data/mutual/dev/dev_188.txt,B,D,False
99,dev-data/mutual/dev/dev_189.txt,C,D,False
100,dev-data/mutual/dev/dev_19.txt,C,C,True
101,dev-data/mutual/dev/dev_190.txt,A,A,True
102,dev-data/mutual/dev/dev_191.txt,D,A,False
103,dev-data/mutual/dev/dev_192.txt,C,C,True
104,dev-data/mutual/dev/dev_193.txt,C,A,False
105,dev-data/mutual/dev/dev_194.txt,B,C,False
106,dev-data/mutual/dev/dev_195.txt,D,D,True
107,dev-data/mutual/dev/dev_196.txt,D,C,False
108,dev-data/mutual/dev/dev_197.txt,D,D,True
109,dev-data/mutual/dev/dev_198.txt,B,A,False
110,dev-data/mutual/dev/dev_199.txt,C,C,True
111,dev-data/mutual/dev/dev_2.txt,C,C,True
112,dev-data/mutual/dev/dev_20.txt,A,C,False
113,dev-data/mutual/dev/dev_200.txt,D,C,False
114,dev-data/mutual/dev/dev_201.txt,A,C,False
115,dev-data/mutual/dev/dev_202.txt,A,C,False
116,dev-data/mutual/dev/dev_203.txt,C,A,False
117,dev-data/mutual/dev/dev_204.txt,B,B,True
118,dev-data/mutual/dev/dev_205.txt,B,A,False
119,dev-data/mutual/dev/dev_206.txt,C,D,False
120,dev-data/mutual/dev/dev_207.txt,D,A,False
121,dev-data/mutual/dev/dev_208.txt,B,B,True
122,dev-data/mutual/dev/dev_209.txt,A,D,False
123,dev-data/mutual/dev/dev_21.txt,A,C,False
124,dev-data/mutual/dev/dev_210.txt,D,B,False
125,dev-data/mutual/dev/dev_211.txt,B,D,False
126,dev-data/mutual/dev/dev_212.txt,D,D,True
127,dev-data/mutual/dev/dev_213.txt,A,A,True
128,dev-data/mutual/dev/dev_214.txt,A,B,False
129,dev-data/mutual/dev/dev_215.txt,A,D,False
130,dev-data/mutual/dev/dev_216.txt,A,A,True
131,dev-data/mutual/dev/dev_217.txt,B,D,False
132,dev-data/mutual/dev/dev_218.txt,A,D,False
133,dev-data/mutual/dev/dev_219.txt,B,B,True
134,dev-data/mutual/dev/dev_22.txt,B,B,True
135,dev-data/mutual/dev/dev_220.txt,B,D,False
136,dev-data/mutual/dev/dev_221.txt,D,D,True
137,dev-data/mutual/dev/dev_222.txt,D,B,False
138,dev-data/mutual/dev/dev_223.txt,D,D,True
139,dev-data/mutual/dev/dev_224.txt,D,A,False
140,dev-data/mutual/dev/dev_225.txt,B,D,False
141,dev-data/mutual/dev/dev_226.txt,A,A,True
142,dev-data/mutual/dev/dev_227.txt,C,B,False
143,dev-data/mutual/dev/dev_228.txt,D,B,False
144,dev-data/mutual/dev/dev_229.txt,B,D,False
145,dev-data/mutual/dev/dev_23.txt,D,D,True
146,dev-data/mutual/dev/dev_230.txt,D,A,False
147,dev-data/mutual/dev/dev_231.txt,D,A,False
148,dev-data/mutual/dev/dev_232.txt,A,B,False
149,dev-data/mutual/dev/dev_233.txt,B,D,False
150,dev-data/mutual/dev/dev_234.txt,A,A,True
151,dev-data/mutual/dev/dev_235.txt,D,D,True
152,dev-data/mutual/dev/dev_236.txt,C,C,True
153,dev-data/mutual/dev/dev_237.txt,C,D,False
154,dev-data/mutual/dev/dev_238.txt,D,D,True
155,dev-data/mutual/dev/dev_239.txt,A,A,True
156,dev-data/mutual/dev/dev_24.txt,B,C,False
157,dev-data/mutual/dev/dev_240.txt,C,A,False
158,dev-data/mutual/dev/dev_241.txt,C,A,False
159,dev-data/mutual/dev/dev_242.txt,A,B,False
160,dev-data/mutual/dev/dev_243.txt,B,D,False
161,dev-data/mutual/dev/dev_244.txt,B,D,False
162,dev-data/mutual/dev/dev_245.txt,C,D,False
163,dev-data/mutual/dev/dev_246.txt,A,B,False
164,dev-data/mutual/dev/dev_247.txt,A,D,False
165,dev-data/mutual/dev/dev_248.txt,C,B,False
166,dev-data/mutual/dev/dev_249.txt,B,B,True
167,dev-data/mutual/dev/dev_25.txt,A,C,False
168,dev-data/mutual/dev/dev_250.txt,C,D,False
169,dev-data/mutual/dev/dev_251.txt,B,C,False
170,dev-data/mutual/dev/dev_252.txt,D,D,True
171,dev-data/mutual/dev/dev_253.txt,D,C,False
172,dev-data/mutual/dev/dev_254.txt,C,D,False
173,dev-data/mutual/dev/dev_255.txt,C,B,False
174,dev-data/mutual/dev/dev_256.txt,C,A,False
175,dev-data/mutual/dev/dev_257.txt,C,A,False
176,dev-data/mutual/dev/dev_258.txt,D,D,True
177,dev-data/mutual/dev/dev_259.txt,C,B,False
178,dev-data/mutual/dev/dev_26.txt,C,A,False
179,dev-data/mutual/dev/dev_260.txt,A,A,True
180,dev-data/mutual/dev/dev_261.txt,A,A,True
181,dev-data/mutual/dev/dev_262.txt,D,D,True
182,dev-data/mutual/dev/dev_263.txt,B,B,True
183,dev-data/mutual/dev/dev_264.txt,B,A,False
184,dev-data/mutual/dev/dev_265.txt,D,A,False
185,dev-data/mutual/dev/dev_266.txt,A,D,False
186,dev-data/mutual/dev/dev_267.txt,C,A,False
187,dev-data/mutual/dev/dev_268.txt,C,A,False
188,dev-data/mutual/dev/dev_269.txt,D,B,False
189,dev-data/mutual/dev/dev_27.txt,B,A,False
190,dev-data/mutual/dev/dev_270.txt,C,B,False
191,dev-data/mutual/dev/dev_271.txt,C,A,False
192,dev-data/mutual/dev/dev_272.txt,D,B,False
193,dev-data/mutual/dev/dev_273.txt,D,B,False
194,dev-data/mutual/dev/dev_274.txt,B,C,False
195,dev-data/mutual/dev/dev_275.txt,B,A,False
196,dev-data/mutual/dev/dev_276.txt,C,D,False
197,dev-data/mutual/dev/dev_277.txt,B,C,False
198,dev-data/mutual/dev/dev_278.txt,D,D,True
199,dev-data/mutual/dev/dev_279.txt,B,D,False
200,dev-data/mutual/dev/dev_28.txt,D,C,False
201,dev-data/mutual/dev/dev_280.txt,A,D,False
202,dev-data/mutual/dev/dev_281.txt,B,D,False
203,dev-data/mutual/dev/dev_282.txt,C,A,False
204,dev-data/mutual/dev/dev_283.txt,B,A,False
205,dev-data/mutual/dev/dev_284.txt,C,D,False
206,dev-data/mutual/dev/dev_285.txt,D,B,False
207,dev-data/mutual/dev/dev_286.txt,B,C,False
208,dev-data/mutual/dev/dev_287.txt,B,C,False
209,dev-data/mutual/dev/dev_288.txt,B,D,False
210,dev-data/mutual/dev/dev_289.txt,B,D,False
211,dev-data/mutual/dev/dev_29.txt,C,D,False
212,dev-data/mutual/dev/dev_290.txt,A,D,False
213,dev-data/mutual/dev/dev_291.txt,A,B,False
214,dev-data/mutual/dev/dev_292.txt,C,C,True
215,dev-data/mutual/dev/dev_293.txt,C,A,False
216,dev-data/mutual/dev/dev_294.txt,A,A,True
217,dev-data/mutual/dev/dev_295.txt,C,C,True
218,dev-data/mutual/dev/dev_296.txt,D,B,False
219,dev-data/mutual/dev/dev_297.txt,B,B,True
220,dev-data/mutual/dev/dev_298.txt,B,D,False
221,dev-data/mutual/dev/dev_299.txt,A,C,False
222,dev-data/mutual/dev/dev_3.txt,B,C,False
223,dev-data/mutual/dev/dev_30.txt,C,B,False
224,dev-data/mutual/dev/dev_300.txt,A,D,False
225,dev-data/mutual/dev/dev_301.txt,A,D,False
226,dev-data/mutual/dev/dev_302.txt,B,D,False
227,dev-data/mutual/dev/dev_303.txt,A,D,False
228,dev-data/mutual/dev/dev_304.txt,D,D,True
229,dev-data/mutual/dev/dev_305.txt,C,D,False
230,dev-data/mutual/dev/dev_306.txt,C,C,True
231,dev-data/mutual/dev/dev_307.txt,D,D,True
232,dev-data/mutual/dev/dev_308.txt,C,D,False
233,dev-data/mutual/dev/dev_309.txt,C,A,False
234,dev-data/mutual/dev/dev_31.txt,A,A,True
235,dev-data/mutual/dev/dev_310.txt,D,D,True
236,dev-data/mutual/dev/dev_311.txt,A,C,False
237,dev-data/mutual/dev/dev_312.txt,D,B,False
238,dev-data/mutual/dev/dev_313.txt,C,D,False
239,dev-data/mutual/dev/dev_314.txt,C,A,False
240,dev-data/mutual/dev/dev_315.txt,A,A,True
241,dev-data/mutual/dev/dev_316.txt,D,D,True
242,dev-data/mutual/dev/dev_317.txt,B,D,False
243,dev-data/mutual/dev/dev_318.txt,A,B,False
244,dev-data/mutual/dev/dev_319.txt,B,C,False
245,dev-data/mutual/dev/dev_32.txt,D,A,False
246,dev-data/mutual/dev/dev_320.txt,A,D,False
247,dev-data/mutual/dev/dev_321.txt,D,D,True
248,dev-data/mutual/dev/dev_322.txt,C,B,False
249,dev-data/mutual/dev/dev_323.txt,C,B,False
250,dev-data/mutual/dev/dev_324.txt,B,B,True
251,dev-data/mutual/dev/dev_325.txt,D,A,False
252,dev-data/mutual/dev/dev_326.txt,A,C,False
253,dev-data/mutual/dev/dev_327.txt,A,B,False
254,dev-data/mutual/dev/dev_328.txt,C,D,False
255,dev-data/mutual/dev/dev_329.txt,D,C,False
256,dev-data/mutual/dev/dev_33.txt,A,B,False
257,dev-data/mutual/dev/dev_330.txt,B,C,False
258,dev-data/mutual/dev/dev_331.txt,A,B,False
259,dev-data/mutual/dev/dev_332.txt,B,C,False
260,dev-data/mutual/dev/dev_333.txt,D,C,False
261,dev-data/mutual/dev/dev_334.txt,C,B,False
262,dev-data/mutual/dev/dev_335.txt,C,B,False
263,dev-data/mutual/dev/dev_336.txt,B,B,True
264,dev-data/mutual/dev/dev_337.txt,D,C,False
265,dev-data/mutual/dev/dev_338.txt,B,C,False
266,dev-data/mutual/dev/dev_339.txt,A,D,False
267,dev-data/mutual/dev/dev_34.txt,D,A,False
268,dev-data/mutual/dev/dev_340.txt,B,D,False
269,dev-data/mutual/dev/dev_341.txt,C,B,False
270,dev-data/mutual/dev/dev_342.txt,C,D,False
271,dev-data/mutual/dev/dev_343.txt,B,A,False
272,dev-data/mutual/dev/dev_344.txt,A,C,False
273,dev-data/mutual/dev/dev_345.txt,C,D,False
274,dev-data/mutual/dev/dev_346.txt,A,B,False
275,dev-data/mutual/dev/dev_347.txt,B,C,False
276,dev-data/mutual/dev/dev_348.txt,A,A,True
277,dev-data/mutual/dev/dev_349.txt,A,D,False
278,dev-data/mutual/dev/dev_35.txt,D,A,False
279,dev-data/mutual/dev/dev_350.txt,B,C,False
280,dev-data/mutual/dev/dev_351.txt,A,A,True
281,dev-data/mutual/dev/dev_352.txt,D,B,False
282,dev-data/mutual/dev/dev_353.txt,B,B,True
283,dev-data/mutual/dev/dev_354.txt,B,D,False
284,dev-data/mutual/dev/dev_355.txt,A,B,False
285,dev-data/mutual/dev/dev_356.txt,D,A,False
286,dev-data/mutual/dev/dev_357.txt,D,B,False
287,dev-data/mutual/dev/dev_358.txt,A,B,False
288,dev-data/mutual/dev/dev_359.txt,D,C,False
289,dev-data/mutual/dev/dev_36.txt,A,D,False
290,dev-data/mutual/dev/dev_360.txt,D,A,False
291,dev-data/mutual/dev/dev_361.txt,B,B,True
292,dev-data/mutual/dev/dev_362.txt,D,D,True
293,dev-data/mutual/dev/dev_363.txt,D,D,True
294,dev-data/mutual/dev/dev_364.txt,A,D,False
295,dev-data/mutual/dev/dev_365.txt,B,C,False
296,dev-data/mutual/dev/dev_366.txt,C,B,False
297,dev-data/mutual/dev/dev_367.txt,B,A,False
298,dev-data/mutual/dev/dev_368.txt,D,A,False
299,dev-data/mutual/dev/dev_369.txt,C,C,True
300,dev-data/mutual/dev/dev_37.txt,A,A,True
301,dev-data/mutual/dev/dev_370.txt,A,D,False
302,dev-data/mutual/dev/dev_371.txt,C,D,False
303,dev-data/mutual/dev/dev_372.txt,C,D,False
304,dev-data/mutual/dev/dev_373.txt,D,D,True
305,dev-data/mutual/dev/dev_374.txt,D,B,False
306,dev-data/mutual/dev/dev_375.txt,C,B,False
307,dev-data/mutual/dev/dev_376.txt,B,B,True
308,dev-data/mutual/dev/dev_377.txt,B,B,True
309,dev-data/mutual/dev/dev_378.txt,A,A,True
310,dev-data/mutual/dev/dev_379.txt,A,A,True
311,dev-data/mutual/dev/dev_38.txt,D,C,False
312,dev-data/mutual/dev/dev_380.txt,A,A,True
313,dev-data/mutual/dev/dev_381.txt,A,A,True
314,dev-data/mutual/dev/dev_382.txt,A,D,False
315,dev-data/mutual/dev/dev_383.txt,C,A,False
316,dev-data/mutual/dev/dev_384.txt,A,A,True
317,dev-data/mutual/dev/dev_385.txt,B,D,False
318,dev-data/mutual/dev/dev_386.txt,C,D,False
319,dev-data/mutual/dev/dev_387.txt,D,B,False
320,dev-data/mutual/dev/dev_388.txt,A,D,False
321,dev-data/mutual/dev/dev_389.txt,C,D,False
322,dev-data/mutual/dev/dev_39.txt,B,D,False
323,dev-data/mutual/dev/dev_390.txt,C,B,False
324,dev-data/mutual/dev/dev_391.txt,C,A,False
325,dev-data/mutual/dev/dev_392.txt,D,C,False
326,dev-data/mutual/dev/dev_393.txt,A,C,False
327,dev-data/mutual/dev/dev_394.txt,C,B,False
328,dev-data/mutual/dev/dev_395.txt,D,C,False
329,dev-data/mutual/dev/dev_396.txt,B,C,False
330,dev-data/mutual/dev/dev_397.txt,D,A,False
331,dev-data/mutual/dev/dev_398.txt,D,D,True
332,dev-data/mutual/dev/dev_399.txt,C,C,True
333,dev-data/mutual/dev/dev_4.txt,D,C,False
334,dev-data/mutual/dev/dev_40.txt,C,C,True
335,dev-data/mutual/dev/dev_400.txt,C,C,True
336,dev-data/mutual/dev/dev_401.txt,D,D,True
337,dev-data/mutual/dev/dev_402.txt,A,C,False
338,dev-data/mutual/dev/dev_403.txt,A,D,False
339,dev-data/mutual/dev/dev_404.txt,B,C,False
340,dev-data/mutual/dev/dev_405.txt,C,D,False
341,dev-data/mutual/dev/dev_406.txt,D,A,False
342,dev-data/mutual/dev/dev_407.txt,C,C,True
343,dev-data/mutual/dev/dev_408.txt,D,B,False
344,dev-data/mutual/dev/dev_409.txt,B,C,False
345,dev-data/mutual/dev/dev_41.txt,C,B,False
346,dev-data/mutual/dev/dev_410.txt,C,D,False
347,dev-data/mutual/dev/dev_411.txt,D,A,False
348,dev-data/mutual/dev/dev_412.txt,A,D,False
349,dev-data/mutual/dev/dev_413.txt,B,A,False
350,dev-data/mutual/dev/dev_414.txt,D,C,False
351,dev-data/mutual/dev/dev_415.txt,A,A,True
352,dev-data/mutual/dev/dev_416.txt,A,D,False
353,dev-data/mutual/dev/dev_417.txt,B,C,False
354,dev-data/mutual/dev/dev_418.txt,B,B,True
355,dev-data/mutual/dev/dev_419.txt,D,C,False
356,dev-data/mutual/dev/dev_42.txt,A,D,False
357,dev-data/mutual/dev/dev_420.txt,B,D,False
358,dev-data/mutual/dev/dev_421.txt,B,C,False
359,dev-data/mutual/dev/dev_422.txt,C,C,True
360,dev-data/mutual/dev/dev_423.txt,A,A,True
361,dev-data/mutual/dev/dev_424.txt,A,A,True
362,dev-data/mutual/dev/dev_425.txt,B,D,False
363,dev-data/mutual/dev/dev_426.txt,D,B,False
364,dev-data/mutual/dev/dev_427.txt,D,A,False
365,dev-data/mutual/dev/dev_428.txt,B,B,True
366,dev-data/mutual/dev/dev_429.txt,A,B,False
367,dev-data/mutual/dev/dev_43.txt,C,C,True
368,dev-data/mutual/dev/dev_430.txt,C,A,False
369,dev-data/mutual/dev/dev_431.txt,D,B,False
370,dev-data/mutual/dev/dev_432.txt,A,B,False
371,dev-data/mutual/dev/dev_433.txt,C,C,True
372,dev-data/mutual/dev/dev_434.txt,A,A,True
373,dev-data/mutual/dev/dev_435.txt,D,B,False
374,dev-data/mutual/dev/dev_436.txt,A,C,False
375,dev-data/mutual/dev/dev_437.txt,B,D,False
376,dev-data/mutual/dev/dev_438.txt,B,B,True
377,dev-data/mutual/dev/dev_439.txt,A,A,True
378,dev-data/mutual/dev/dev_44.txt,A,A,True
379,dev-data/mutual/dev/dev_440.txt,C,A,False
380,dev-data/mutual/dev/dev_441.txt,B,B,True
381,dev-data/mutual/dev/dev_442.txt,A,D,False
382,dev-data/mutual/dev/dev_443.txt,C,C,True
383,dev-data/mutual/dev/dev_444.txt,D,D,True
384,dev-data/mutual/dev/dev_445.txt,D,D,True
385,dev-data/mutual/dev/dev_446.txt,C,A,False
386,dev-data/mutual/dev/dev_447.txt,A,D,False
387,dev-data/mutual/dev/dev_448.txt,A,B,False
388,dev-data/mutual/dev/dev_449.txt,D,A,False
389,dev-data/mutual/dev/dev_45.txt,D,A,False
390,dev-data/mutual/dev/dev_450.txt,C,A,False
391,dev-data/mutual/dev/dev_451.txt,A,D,False
392,dev-data/mutual/dev/dev_452.txt,A,B,False
393,dev-data/mutual/dev/dev_453.txt,C,A,False
394,dev-data/mutual/dev/dev_454.txt,C,A,False
395,dev-data/mutual/dev/dev_455.txt,D,D,True
396,dev-data/mutual/dev/dev_456.txt,B,A,False
397,dev-data/mutual/dev/dev_457.txt,D,D,True
398,dev-data/mutual/dev/dev_458.txt,D,D,True
399,dev-data/mutual/dev/dev_459.txt,B,B,True
400,dev-data/mutual/dev/dev_46.txt,B,C,False
401,dev-data/mutual/dev/dev_460.txt,A,C,False
402,dev-data/mutual/dev/dev_461.txt,B,B,True
403,dev-data/mutual/dev/dev_462.txt,C,D,False
404,dev-data/mutual/dev/dev_463.txt,A,B,False
405,dev-data/mutual/dev/dev_464.txt,C,B,False
406,dev-data/mutual/dev/dev_465.txt,A,B,False
407,dev-data/mutual/dev/dev_466.txt,A,A,True
408,dev-data/mutual/dev/dev_467.txt,C,A,False
409,dev-data/mutual/dev/dev_468.txt,A,D,False
410,dev-data/mutual/dev/dev_469.txt,B,D,False
411,dev-data/mutual/dev/dev_47.txt,B,C,False
412,dev-data/mutual/dev/dev_470.txt,C,A,False
413,dev-data/mutual/dev/dev_471.txt,A,A,True
414,dev-data/mutual/dev/dev_472.txt,D,C,False
415,dev-data/mutual/dev/dev_473.txt,B,A,False
416,dev-data/mutual/dev/dev_474.txt,D,C,False
417,dev-data/mutual/dev/dev_475.txt,A,C,False
418,dev-data/mutual/dev/dev_476.txt,C,D,False
419,dev-data/mutual/dev/dev_477.txt,B,B,True
420,dev-data/mutual/dev/dev_478.txt,B,A,False
421,dev-data/mutual/dev/dev_479.txt,A,B,False
422,dev-data/mutual/dev/dev_48.txt,B,B,True
423,dev-data/mutual/dev/dev_480.txt,B,A,False
424,dev-data/mutual/dev/dev_481.txt,D,A,False
425,dev-data/mutual/dev/dev_482.txt,B,A,False
426,dev-data/mutual/dev/dev_483.txt,C,D,False
427,dev-data/mutual/dev/dev_484.txt,A,B,False
428,dev-data/mutual/dev/dev_485.txt,C,A,False
429,dev-data/mutual/dev/dev_486.txt,B,A,False
430,dev-data/mutual/dev/dev_487.txt,B,D,False
431,dev-data/mutual/dev/dev_488.txt,A,B,False
432,dev-data/mutual/dev/dev_489.txt,A,D,False
433,dev-data/mutual/dev/dev_49.txt,C,D,False
434,dev-data/mutual/dev/dev_490.txt,B,D,False
435,dev-data/mutual/dev/dev_491.txt,A,B,False
436,dev-data/mutual/dev/dev_492.txt,B,D,False
437,dev-data/mutual/dev/dev_493.txt,D,A,False
438,dev-data/mutual/dev/dev_494.txt,B,C,False
439,dev-data/mutual/dev/dev_495.txt,C,C,True
440,dev-data/mutual/dev/dev_496.txt,C,D,False
441,dev-data/mutual/dev/dev_497.txt,C,B,False
442,dev-data/mutual/dev/dev_498.txt,C,C,True
443,dev-data/mutual/dev/dev_499.txt,C,D,False
444,dev-data/mutual/dev/dev_5.txt,D,C,False
445,dev-data/mutual/dev/dev_50.txt,B,C,False
446,dev-data/mutual/dev/dev_500.txt,C,C,True
447,dev-data/mutual/dev/dev_501.txt,D,B,False
448,dev-data/mutual/dev/dev_502.txt,D,A,False
449,dev-data/mutual/dev/dev_503.txt,B,C,False
450,dev-data/mutual/dev/dev_504.txt,C,B,False
451,dev-data/mutual/dev/dev_505.txt,D,C,False
452,dev-data/mutual/dev/dev_506.txt,C,B,False
453,dev-data/mutual/dev/dev_507.txt,D,C,False
454,dev-data/mutual/dev/dev_508.txt,B,C,False
455,dev-data/mutual/dev/dev_509.txt,A,C,False
456,dev-data/mutual/dev/dev_51.txt,D,B,False
457,dev-data/mutual/dev/dev_510.txt,A,C,False
458,dev-data/mutual/dev/dev_511.txt,A,B,False
459,dev-data/mutual/dev/dev_512.txt,D,D,True
460,dev-data/mutual/dev/dev_513.txt,A,D,False
461,dev-data/mutual/dev/dev_514.txt,A,C,False
462,dev-data/mutual/dev/dev_515.txt,D,D,True
463,dev-data/mutual/dev/dev_516.txt,C,C,True
464,dev-data/mutual/dev/dev_517.txt,A,B,False
465,dev-data/mutual/dev/dev_518.txt,B,C,False
466,dev-data/mutual/dev/dev_519.txt,A,B,False
467,dev-data/mutual/dev/dev_52.txt,D,C,False
468,dev-data/mutual/dev/dev_520.txt,B,B,True
469,dev-data/mutual/dev/dev_521.txt,B,C,False
470,dev-data/mutual/dev/dev_522.txt,A,A,True
471,dev-data/mutual/dev/dev_523.txt,D,C,False
472,dev-data/mutual/dev/dev_524.txt,C,D,False
473,dev-data/mutual/dev/dev_525.txt,D,D,True
474,dev-data/mutual/dev/dev_526.txt,C,B,False
475,dev-data/mutual/dev/dev_527.txt,C,C,True
476,dev-data/mutual/dev/dev_528.txt,C,A,False
477,dev-data/mutual/dev/dev_529.txt,A,B,False
478,dev-data/mutual/dev/dev_53.txt,A,D,False
479,dev-data/mutual/dev/dev_530.txt,D,D,True
480,dev-data/mutual/dev/dev_531.txt,D,D,True
481,dev-data/mutual/dev/dev_532.txt,D,A,False
482,dev-data/mutual/dev/dev_533.txt,B,D,False
483,dev-data/mutual/dev/dev_534.txt,A,D,False
484,dev-data/mutual/dev/dev_535.txt,B,D,False
485,dev-data/mutual/dev/dev_536.txt,D,C,False
486,dev-data/mutual/dev/dev_537.txt,A,B,False
487,dev-data/mutual/dev/dev_538.txt,D,A,False
488,dev-data/mutual/dev/dev_539.txt,A,B,False
489,dev-data/mutual/dev/dev_54.txt,D,B,False
490,dev-data/mutual/dev/dev_540.txt,D,A,False
491,dev-data/mutual/dev/dev_541.txt,D,D,True
492,dev-data/mutual/dev/dev_542.txt,C,A,False
493,dev-data/mutual/dev/dev_543.txt,A,B,False
494,dev-data/mutual/dev/dev_544.txt,D,D,True
495,dev-data/mutual/dev/dev_545.txt,B,D,False
496,dev-data/mutual/dev/dev_546.txt,A,C,False
497,dev-data/mutual/dev/dev_547.txt,A,C,False
