,example_id,predicted_label,real_label,correct
203,dev-data/mutual/dev/dev_282.txt,A,A,True
204,dev-data/mutual/dev/dev_283.txt,B,A,False
205,dev-data/mutual/dev/dev_284.txt,D,D,True
206,dev-data/mutual/dev/dev_285.txt,D,B,False
207,dev-data/mutual/dev/dev_286.txt,D,C,False
208,dev-data/mutual/dev/dev_287.txt,A,C,False
209,dev-data/mutual/dev/dev_288.txt,D,D,True
210,dev-data/mutual/dev/dev_289.txt,A,D,False
211,dev-data/mutual/dev/dev_29.txt,B,D,False
212,dev-data/mutual/dev/dev_290.txt,A,D,False
213,dev-data/mutual/dev/dev_291.txt,C,B,False
214,dev-data/mutual/dev/dev_292.txt,A,C,False
215,dev-data/mutual/dev/dev_293.txt,C,A,False
216,dev-data/mutual/dev/dev_294.txt,A,A,True
217,dev-data/mutual/dev/dev_295.txt,D,C,False
218,dev-data/mutual/dev/dev_296.txt,A,B,False
219,dev-data/mutual/dev/dev_297.txt,D,B,False
220,dev-data/mutual/dev/dev_298.txt,D,D,True
221,dev-data/mutual/dev/dev_299.txt,B,C,False
222,dev-data/mutual/dev/dev_3.txt,A,C,False
223,dev-data/mutual/dev/dev_30.txt,A,B,False
224,dev-data/mutual/dev/dev_300.txt,A,D,False
225,dev-data/mutual/dev/dev_301.txt,D,D,True
226,dev-data/mutual/dev/dev_302.txt,C,D,False
227,dev-data/mutual/dev/dev_303.txt,C,D,False
228,dev-data/mutual/dev/dev_304.txt,A,D,False
229,dev-data/mutual/dev/dev_305.txt,D,D,True
230,dev-data/mutual/dev/dev_306.txt,A,C,False
231,dev-data/mutual/dev/dev_307.txt,C,D,False
232,dev-data/mutual/dev/dev_308.txt,D,D,True
233,dev-data/mutual/dev/dev_309.txt,D,A,False
234,dev-data/mutual/dev/dev_31.txt,C,A,False
235,dev-data/mutual/dev/dev_310.txt,B,D,False
236,dev-data/mutual/dev/dev_311.txt,C,C,True
237,dev-data/mutual/dev/dev_312.txt,D,B,False
238,dev-data/mutual/dev/dev_313.txt,C,D,False
239,dev-data/mutual/dev/dev_314.txt,B,A,False
240,dev-data/mutual/dev/dev_315.txt,A,A,True
241,dev-data/mutual/dev/dev_316.txt,D,D,True
242,dev-data/mutual/dev/dev_317.txt,B,D,False
243,dev-data/mutual/dev/dev_318.txt,B,B,True
244,dev-data/mutual/dev/dev_319.txt,A,C,False
245,dev-data/mutual/dev/dev_32.txt,A,A,True
246,dev-data/mutual/dev/dev_320.txt,A,D,False
247,dev-data/mutual/dev/dev_321.txt,A,D,False
248,dev-data/mutual/dev/dev_322.txt,D,B,False
249,dev-data/mutual/dev/dev_323.txt,D,B,False
250,dev-data/mutual/dev/dev_324.txt,C,B,False
251,dev-data/mutual/dev/dev_325.txt,C,A,False
252,dev-data/mutual/dev/dev_326.txt,A,C,False
253,dev-data/mutual/dev/dev_327.txt,C,B,False
254,dev-data/mutual/dev/dev_328.txt,D,D,True
255,dev-data/mutual/dev/dev_329.txt,A,C,False
256,dev-data/mutual/dev/dev_33.txt,C,B,False
257,dev-data/mutual/dev/dev_330.txt,C,C,True
258,dev-data/mutual/dev/dev_331.txt,D,B,False
259,dev-data/mutual/dev/dev_332.txt,B,C,False
260,dev-data/mutual/dev/dev_333.txt,B,C,False
261,dev-data/mutual/dev/dev_334.txt,B,B,True
262,dev-data/mutual/dev/dev_335.txt,A,B,False
263,dev-data/mutual/dev/dev_336.txt,A,B,False
264,dev-data/mutual/dev/dev_337.txt,D,C,False
265,dev-data/mutual/dev/dev_338.txt,A,C,False
266,dev-data/mutual/dev/dev_339.txt,A,D,False
267,dev-data/mutual/dev/dev_34.txt,B,A,False
268,dev-data/mutual/dev/dev_340.txt,D,D,True
269,dev-data/mutual/dev/dev_341.txt,C,B,False
270,dev-data/mutual/dev/dev_342.txt,A,D,False
271,dev-data/mutual/dev/dev_343.txt,B,A,False
272,dev-data/mutual/dev/dev_344.txt,A,C,False
273,dev-data/mutual/dev/dev_345.txt,D,D,True
274,dev-data/mutual/dev/dev_346.txt,C,B,False
275,dev-data/mutual/dev/dev_347.txt,A,C,False
276,dev-data/mutual/dev/dev_348.txt,B,A,False
277,dev-data/mutual/dev/dev_349.txt,D,D,True
278,dev-data/mutual/dev/dev_35.txt,D,A,False
279,dev-data/mutual/dev/dev_350.txt,D,C,False
280,dev-data/mutual/dev/dev_351.txt,C,A,False
281,dev-data/mutual/dev/dev_352.txt,B,B,True
282,dev-data/mutual/dev/dev_353.txt,A,B,False
283,dev-data/mutual/dev/dev_354.txt,C,D,False
284,dev-data/mutual/dev/dev_355.txt,D,B,False
285,dev-data/mutual/dev/dev_356.txt,A,A,True
286,dev-data/mutual/dev/dev_357.txt,A,B,False
287,dev-data/mutual/dev/dev_358.txt,C,B,False
288,dev-data/mutual/dev/dev_359.txt,D,C,False
289,dev-data/mutual/dev/dev_36.txt,A,D,False
290,dev-data/mutual/dev/dev_360.txt,C,A,False
291,dev-data/mutual/dev/dev_361.txt,C,B,False
292,dev-data/mutual/dev/dev_362.txt,B,D,False
293,dev-data/mutual/dev/dev_363.txt,D,D,True
294,dev-data/mutual/dev/dev_364.txt,A,D,False
295,dev-data/mutual/dev/dev_365.txt,A,C,False
296,dev-data/mutual/dev/dev_366.txt,B,B,True
297,dev-data/mutual/dev/dev_367.txt,C,A,False
298,dev-data/mutual/dev/dev_368.txt,B,A,False
299,dev-data/mutual/dev/dev_369.txt,B,C,False
300,dev-data/mutual/dev/dev_37.txt,C,A,False
301,dev-data/mutual/dev/dev_370.txt,B,D,False
302,dev-data/mutual/dev/dev_371.txt,B,D,False
303,dev-data/mutual/dev/dev_372.txt,B,D,False
304,dev-data/mutual/dev/dev_373.txt,B,D,False
305,dev-data/mutual/dev/dev_374.txt,D,B,False
306,dev-data/mutual/dev/dev_375.txt,D,B,False
307,dev-data/mutual/dev/dev_376.txt,B,B,True
308,dev-data/mutual/dev/dev_377.txt,A,B,False
309,dev-data/mutual/dev/dev_378.txt,B,A,False
310,dev-data/mutual/dev/dev_379.txt,B,A,False
311,dev-data/mutual/dev/dev_38.txt,C,C,True
312,dev-data/mutual/dev/dev_380.txt,B,A,False
313,dev-data/mutual/dev/dev_381.txt,D,A,False
314,dev-data/mutual/dev/dev_382.txt,C,D,False
315,dev-data/mutual/dev/dev_383.txt,C,A,False
316,dev-data/mutual/dev/dev_384.txt,D,A,False
317,dev-data/mutual/dev/dev_385.txt,D,D,True
318,dev-data/mutual/dev/dev_386.txt,C,D,False
319,dev-data/mutual/dev/dev_387.txt,A,B,False
320,dev-data/mutual/dev/dev_388.txt,A,D,False
321,dev-data/mutual/dev/dev_389.txt,B,D,False
322,dev-data/mutual/dev/dev_39.txt,A,D,False
323,dev-data/mutual/dev/dev_390.txt,A,B,False
324,dev-data/mutual/dev/dev_391.txt,C,A,False
325,dev-data/mutual/dev/dev_392.txt,C,C,True
326,dev-data/mutual/dev/dev_393.txt,C,C,True
327,dev-data/mutual/dev/dev_394.txt,C,B,False
328,dev-data/mutual/dev/dev_395.txt,C,C,True
329,dev-data/mutual/dev/dev_396.txt,B,C,False
330,dev-data/mutual/dev/dev_397.txt,D,A,False
331,dev-data/mutual/dev/dev_398.txt,D,D,True
332,dev-data/mutual/dev/dev_399.txt,A,C,False
333,dev-data/mutual/dev/dev_4.txt,D,C,False
334,dev-data/mutual/dev/dev_40.txt,B,C,False
335,dev-data/mutual/dev/dev_400.txt,C,C,True
336,dev-data/mutual/dev/dev_401.txt,B,D,False
337,dev-data/mutual/dev/dev_402.txt,C,C,True
338,dev-data/mutual/dev/dev_403.txt,C,D,False
339,dev-data/mutual/dev/dev_404.txt,C,C,True
340,dev-data/mutual/dev/dev_405.txt,C,D,False
341,dev-data/mutual/dev/dev_406.txt,B,A,False
342,dev-data/mutual/dev/dev_407.txt,A,C,False
343,dev-data/mutual/dev/dev_408.txt,D,B,False
344,dev-data/mutual/dev/dev_409.txt,A,C,False
345,dev-data/mutual/dev/dev_41.txt,D,B,False
346,dev-data/mutual/dev/dev_410.txt,A,D,False
347,dev-data/mutual/dev/dev_411.txt,C,A,False
348,dev-data/mutual/dev/dev_412.txt,A,D,False
349,dev-data/mutual/dev/dev_413.txt,A,A,True
350,dev-data/mutual/dev/dev_414.txt,A,C,False
351,dev-data/mutual/dev/dev_415.txt,C,A,False
352,dev-data/mutual/dev/dev_416.txt,A,D,False
353,dev-data/mutual/dev/dev_417.txt,B,C,False
354,dev-data/mutual/dev/dev_418.txt,C,B,False
355,dev-data/mutual/dev/dev_419.txt,B,C,False
356,dev-data/mutual/dev/dev_42.txt,A,D,False
357,dev-data/mutual/dev/dev_420.txt,A,D,False
358,dev-data/mutual/dev/dev_421.txt,D,C,False
359,dev-data/mutual/dev/dev_422.txt,C,C,True
360,dev-data/mutual/dev/dev_423.txt,A,A,True
361,dev-data/mutual/dev/dev_424.txt,C,A,False
362,dev-data/mutual/dev/dev_425.txt,A,D,False
363,dev-data/mutual/dev/dev_426.txt,C,B,False
364,dev-data/mutual/dev/dev_427.txt,D,A,False
365,dev-data/mutual/dev/dev_428.txt,D,B,False
366,dev-data/mutual/dev/dev_429.txt,C,B,False
367,dev-data/mutual/dev/dev_43.txt,B,C,False
368,dev-data/mutual/dev/dev_430.txt,A,A,True
369,dev-data/mutual/dev/dev_431.txt,A,B,False
370,dev-data/mutual/dev/dev_432.txt,A,B,False
371,dev-data/mutual/dev/dev_433.txt,B,C,False
372,dev-data/mutual/dev/dev_434.txt,B,A,False
373,dev-data/mutual/dev/dev_435.txt,A,B,False
374,dev-data/mutual/dev/dev_436.txt,D,C,False
375,dev-data/mutual/dev/dev_437.txt,B,D,False
376,dev-data/mutual/dev/dev_438.txt,C,B,False
377,dev-data/mutual/dev/dev_439.txt,B,A,False
378,dev-data/mutual/dev/dev_44.txt,C,A,False
379,dev-data/mutual/dev/dev_440.txt,B,A,False
380,dev-data/mutual/dev/dev_441.txt,C,B,False
381,dev-data/mutual/dev/dev_442.txt,D,D,True
382,dev-data/mutual/dev/dev_443.txt,B,C,False
383,dev-data/mutual/dev/dev_444.txt,B,D,False
384,dev-data/mutual/dev/dev_445.txt,D,D,True
385,dev-data/mutual/dev/dev_446.txt,B,A,False
386,dev-data/mutual/dev/dev_447.txt,D,D,True
387,dev-data/mutual/dev/dev_448.txt,A,B,False
388,dev-data/mutual/dev/dev_449.txt,D,A,False
389,dev-data/mutual/dev/dev_45.txt,B,A,False
390,dev-data/mutual/dev/dev_450.txt,C,A,False
391,dev-data/mutual/dev/dev_451.txt,D,D,True
392,dev-data/mutual/dev/dev_452.txt,B,B,True
393,dev-data/mutual/dev/dev_453.txt,D,A,False
394,dev-data/mutual/dev/dev_454.txt,D,A,False
395,dev-data/mutual/dev/dev_455.txt,B,D,False
396,dev-data/mutual/dev/dev_456.txt,B,A,False
397,dev-data/mutual/dev/dev_457.txt,A,D,False
398,dev-data/mutual/dev/dev_458.txt,B,D,False
399,dev-data/mutual/dev/dev_459.txt,A,B,False
400,dev-data/mutual/dev/dev_46.txt,D,C,False
401,dev-data/mutual/dev/dev_460.txt,C,C,True
402,dev-data/mutual/dev/dev_461.txt,A,B,False
403,dev-data/mutual/dev/dev_462.txt,D,D,True
404,dev-data/mutual/dev/dev_463.txt,A,B,False
405,dev-data/mutual/dev/dev_464.txt,C,B,False
406,dev-data/mutual/dev/dev_465.txt,C,B,False
407,dev-data/mutual/dev/dev_466.txt,A,A,True
408,dev-data/mutual/dev/dev_467.txt,D,A,False
409,dev-data/mutual/dev/dev_468.txt,B,D,False
410,dev-data/mutual/dev/dev_469.txt,D,D,True
411,dev-data/mutual/dev/dev_47.txt,D,C,False
412,dev-data/mutual/dev/dev_470.txt,B,A,False
413,dev-data/mutual/dev/dev_471.txt,C,A,False
414,dev-data/mutual/dev/dev_472.txt,B,C,False
415,dev-data/mutual/dev/dev_473.txt,D,A,False
416,dev-data/mutual/dev/dev_474.txt,A,C,False
417,dev-data/mutual/dev/dev_475.txt,A,C,False
418,dev-data/mutual/dev/dev_476.txt,D,D,True
419,dev-data/mutual/dev/dev_477.txt,C,B,False
420,dev-data/mutual/dev/dev_478.txt,A,A,True
421,dev-data/mutual/dev/dev_479.txt,D,B,False
422,dev-data/mutual/dev/dev_48.txt,B,B,True
423,dev-data/mutual/dev/dev_480.txt,B,A,False
424,dev-data/mutual/dev/dev_481.txt,C,A,False
425,dev-data/mutual/dev/dev_482.txt,D,A,False
426,dev-data/mutual/dev/dev_483.txt,D,D,True
427,dev-data/mutual/dev/dev_484.txt,A,B,False
428,dev-data/mutual/dev/dev_485.txt,A,A,True
429,dev-data/mutual/dev/dev_486.txt,C,A,False
430,dev-data/mutual/dev/dev_487.txt,C,D,False
431,dev-data/mutual/dev/dev_488.txt,D,B,False
432,dev-data/mutual/dev/dev_489.txt,A,D,False
433,dev-data/mutual/dev/dev_49.txt,A,D,False
434,dev-data/mutual/dev/dev_490.txt,A,D,False
435,dev-data/mutual/dev/dev_491.txt,B,B,True
436,dev-data/mutual/dev/dev_492.txt,A,D,False
437,dev-data/mutual/dev/dev_493.txt,A,A,True
438,dev-data/mutual/dev/dev_494.txt,A,C,False
439,dev-data/mutual/dev/dev_495.txt,C,C,True
440,dev-data/mutual/dev/dev_496.txt,C,D,False
441,dev-data/mutual/dev/dev_497.txt,B,B,True
442,dev-data/mutual/dev/dev_498.txt,C,C,True
443,dev-data/mutual/dev/dev_499.txt,D,D,True
444,dev-data/mutual/dev/dev_5.txt,D,C,False
445,dev-data/mutual/dev/dev_50.txt,D,C,False
446,dev-data/mutual/dev/dev_500.txt,C,C,True
447,dev-data/mutual/dev/dev_501.txt,B,B,True
448,dev-data/mutual/dev/dev_502.txt,A,A,True
449,dev-data/mutual/dev/dev_503.txt,A,C,False
450,dev-data/mutual/dev/dev_504.txt,A,B,False
451,dev-data/mutual/dev/dev_505.txt,B,C,False
452,dev-data/mutual/dev/dev_506.txt,B,B,True
453,dev-data/mutual/dev/dev_507.txt,D,C,False
454,dev-data/mutual/dev/dev_508.txt,A,C,False
455,dev-data/mutual/dev/dev_509.txt,B,C,False
456,dev-data/mutual/dev/dev_51.txt,C,B,False
457,dev-data/mutual/dev/dev_510.txt,A,C,False
458,dev-data/mutual/dev/dev_511.txt,C,B,False
459,dev-data/mutual/dev/dev_512.txt,C,D,False
460,dev-data/mutual/dev/dev_513.txt,B,D,False
461,dev-data/mutual/dev/dev_514.txt,A,C,False
462,dev-data/mutual/dev/dev_515.txt,B,D,False
463,dev-data/mutual/dev/dev_516.txt,C,C,True
464,dev-data/mutual/dev/dev_517.txt,A,B,False
465,dev-data/mutual/dev/dev_518.txt,A,C,False
466,dev-data/mutual/dev/dev_519.txt,C,B,False
467,dev-data/mutual/dev/dev_52.txt,B,C,False
468,dev-data/mutual/dev/dev_520.txt,A,B,False
469,dev-data/mutual/dev/dev_521.txt,D,C,False
470,dev-data/mutual/dev/dev_522.txt,A,A,True
471,dev-data/mutual/dev/dev_523.txt,A,C,False
472,dev-data/mutual/dev/dev_524.txt,C,D,False
473,dev-data/mutual/dev/dev_525.txt,D,D,True
474,dev-data/mutual/dev/dev_526.txt,B,B,True
475,dev-data/mutual/dev/dev_527.txt,C,C,True
476,dev-data/mutual/dev/dev_528.txt,D,A,False
477,dev-data/mutual/dev/dev_529.txt,B,B,True
478,dev-data/mutual/dev/dev_53.txt,D,D,True
479,dev-data/mutual/dev/dev_530.txt,A,D,False
480,dev-data/mutual/dev/dev_531.txt,D,D,True
481,dev-data/mutual/dev/dev_532.txt,D,A,False
482,dev-data/mutual/dev/dev_533.txt,B,D,False
483,dev-data/mutual/dev/dev_534.txt,D,D,True
484,dev-data/mutual/dev/dev_535.txt,B,D,False
485,dev-data/mutual/dev/dev_536.txt,B,C,False
486,dev-data/mutual/dev/dev_537.txt,C,B,False
487,dev-data/mutual/dev/dev_538.txt,C,A,False
488,dev-data/mutual/dev/dev_539.txt,B,B,True
489,dev-data/mutual/dev/dev_54.txt,B,B,True
490,dev-data/mutual/dev/dev_540.txt,D,A,False
491,dev-data/mutual/dev/dev_541.txt,B,D,False
492,dev-data/mutual/dev/dev_542.txt,C,A,False
493,dev-data/mutual/dev/dev_543.txt,B,B,True
494,dev-data/mutual/dev/dev_544.txt,D,D,True
495,dev-data/mutual/dev/dev_545.txt,D,D,True
496,dev-data/mutual/dev/dev_546.txt,B,C,False
497,dev-data/mutual/dev/dev_547.txt,C,C,True
